Region,Source,ZoneSubzone,SS_NoSpace,SiteSeriesName,Standard,StockingTarget,StockingMINpa,StockingMINp,StockingDelay,AssessmentEarliest,AssessmentLatest
Kamloops,Kamloops,ESSFwc2,ESSFwc2/06,Bl - Valerian - Oak fern,82045,1200,700,600,4,12,20
Kamloops,Kamloops,ESSFwc2,ESSFwc2/07,Bl - Devil's club - Lady fern,82046,1200,700,600,4,12,20
Kamloops,Kamloops,ESSFwc4,ESSFwc4/02,Bl - Rhododendron - Falsebox,82050,1000,500,400,7,15,20
Kamloops,Kamloops,ESSFwc4,ESSFwc4/03,Bl - Rhododendron - Woodrush,82051,1000,500,400,7,15,20
Kamloops,Kamloops,ESSFwc4,ESSFwc4/07,Bl - Sedge - Sphagnum,82055,1000,500,400,4,12,20
Kamloops,Kamloops,ESSFwc4,ESSFwc4/01,Bl - Rhododendron - Oak fern,82049,1200,700,600,4,12,20
Kamloops,Kamloops,ESSFwc4,ESSFwc4/04,Bl - Rhododendron - Foamflower,82052,1200,700,600,7,15,20
Kamloops,Kamloops,ESSFwc4,ESSFwc4/05,Bl - Rhododendron - Lady fern,82053,1200,700,600,4,12,20
Kamloops,Kamloops,ESSFwc4,ESSFwc4/06,Bl - Horsetail - Brachythecium,82054,1200,700,600,4,12,20
Kamloops,Kamloops,ESSFxc,ESSFxc/02,Pl - Juniper - Lupine,82057,600,400,400,7,15,20
Kamloops,Kamloops,ESSFxc,ESSFxc/05,Bl - Grouseberry - Cladonia,82058,1000,500,400,7,15,20
Kamloops,Kamloops,ESSFxc,ESSFxc/08,Bl - Horsetail - Glow moss,82061,1000,500,400,4,12,20
Kamloops,Kamloops,ESSFxc,ESSFxc/01,Bl - Grouseberry - Valerian,82056,1200,700,600,4,12,20
Kamloops,Kamloops,ESSFxc,ESSFxc/06,Bl - Rhododendron - Grouseberry,82059,1200,700,600,7,15,20
Kamloops,Kamloops,ESSFxc,ESSFxc/07,Bl - Gooseberry - Foamflower,82060,1200,700,600,4,12,20
Kamloops,Kamloops,ICHmk1,ICHmk1/02,Fd - Penstemon - Pinegrass,82064,600,400,400,7,12,15
Kamloops,Kamloops,ICHmk1,ICHmk1/03,FdPl - Pinegrass - Twinflower,82065,1000,500,400,7,12,15
Kamloops,Kamloops,ICHmk1,ICHmk1/07,Sxw - Horsetail,82069,1000,500,400,4,9,15
Kamloops,Kamloops,ICHmk1,ICHmk1/01,CwSxw - Falsebox,82062,1200,700,600,7,12,15
Kamloops,Kamloops,ICHmk1,ICHmk1/01-YS ,CwSxw - Aspen,82063,1200,700,600,7,12,15
Kamloops,Kamloops,ICHmk1,ICHmk1/04,FdPl - Sitka alder - Pinegrass,82066,1200,700,600,7,12,15
Kamloops,Kamloops,ICHmk1,ICHmk1/05,SxwFd - Gooseberry - Sarsaparilla,82067,1200,700,600,4,9,15
Kamloops,Kamloops,ICHmk1,ICHmk1/06,Sxw - Oak fern,82068,1200,700,600,4,9,15
Kamloops,Kamloops,ICHmk2,ICHmk2/02,Fd - Juniper - Pinegrass,82071,600,400,400,7,12,15
Kamloops,Kamloops,ICHmk2,ICHmk2/03,Fd - Falsebox - Pinegrass,82072,1000,500,400,7,12,15
Kamloops,Kamloops,ICHmk2,ICHmk2/06,Sxw - Horsetail,82075,1000,500,400,4,9,15
Kamloops,Kamloops,ICHmk2,ICHmk2/01,CwSxw - Falsebox - Knight's plume,82070,1200,700,600,7,12,15
Kamloops,Kamloops,ICHmk2,ICHmk2/04,CwSxw - Douglas maple - Fairybells,82073,1200,700,600,7,12,15
Kamloops,Kamloops,ICHmk2,ICHmk2/05,CwSxw - Oak fern - Bunchberry,82074,1200,700,600,4,9,15
Kamloops,Kamloops,ICHmw2,ICHmw2/06,CwHw - Horsetail,82082,1000,500,400,4,9,15
Kamloops,Kamloops,ICHmw2,ICHmw2/07,CwSxw - Skunk cabbage,82083,1000,500,400,4,9,15
Kamloops,Kamloops,ICHmw2,ICHmw2/01,HwCw - Falsebox - Feathermoss,82076,1200,700,600,4,9,15
Kamloops,Kamloops,ICHmw2,ICHmw2/01-YS,CwFd - Feathermoss,82077,1200,700,600,7,12,15
Kamloops,Kamloops,ICHmw2,ICHmw2/02,FdCw - Falsebox -Prince's pine,82078,1200,700,600,7,12,15
Kamloops,Kamloops,ICHmw2,ICHmw2/03,CwFd - Falsebox,82079,1200,700,600,7,12,15
Kamloops,Kamloops,ICHmw2,ICHmw2/04,CwHw - Oak fern - Foamflower,82080,1200,700,600,4,9,15
Kamloops,Kamloops,ICHmw2,ICHmw2/05,CwHw - Devil's club -Lady fern,82081,1200,700,600,4,9,15
Kamloops,Kamloops,ICHmw3,ICHmw3/02,Fd - Juniper - Cladina,82086,1000,500,400,7,12,15
Kamloops,Kamloops,ICHmw3,ICHmw3/03,Fd - Pinegrass - Feathermoss,82087,1000,500,400,7,12,15
Kamloops,Kamloops,ICHmw3,ICHmw3/08,CwSxw - Skunk cabbage,82092,1000,500,400,4,9,15
Kamloops,Kamloops,ICHmw3,ICHmw3/01,HwCw - Falsebox - Feathermoss,82084,1200,700,600,4,9,15
Kamloops,Kamloops,ICHmw3,ICHmw3/01-YC,HwCw - Feathermoss,82085,1200,700,600,4,9,15
Kamloops,Kamloops,ICHmw3,ICHmw3/04,CwFd - Soopolallie - Twinflower,82088,1200,700,600,7,12,15
Kamloops,Kamloops,ICHmw3,ICHmw3/05,CwFd - Falsebox,82089,1200,700,600,7,12,15
Kamloops,Kamloops,ICHmw3,ICHmw3/06,CwHw - Oak fern,82090,1200,700,600,4,9,15
Kamloops,Kamloops,ICHmw3,ICHmw3/07,CwHw - Devil's club - Lady fern,82091,1200,700,600,4,9,15
Kamloops,Kamloops,ICHvk1,ICHvk1/05,CwSxw - Devil's club - Horsetail,82097,1000,500,400,4,9,15
Kamloops,Kamloops,ICHvk1,ICHvk1/06,CwSxw - Skunk cabbage,82098,1000,500,400,4,9,15
Kamloops,Kamloops,ICHvk1,ICHvk1/01,CwHw - Devil's club - Lady fern,82093,1200,700,600,4,9,15
Kamloops,Kamloops,ICHvk1,ICHvk1/02,HwCw - Falsebox - Feathermoss,82094,1200,700,600,4,9,15
Kamloops,Kamloops,ICHvk1,ICHvk1/03,HwCw - Falsebox - Feathermoss,82095,1200,700,600,4,9,15
Kamloops,Kamloops,ICHvk1,ICHvk1/04,CwHw - Oak fern - Spiny wood fern,82096,1200,700,600,4,9,15
Kamloops,Kamloops,ICHwk1,ICHwk1/02,PlHw - Velvet-leaved blueberry,82100,1000,500,400,7,12,15
Kamloops,Kamloops,ICHwk1,ICHwk1/06,CwSxw - Devil's club - Horsetail,82104,1000,500,400,4,9,15
Kamloops,Kamloops,ICHwk1,ICHwk1/07,CwSxw - Skunk cabbage,82105,1000,500,400,4,9,15
Kamloops,Kamloops,ICHwk1,ICHwk1/01,CwHw - Oak fern,82099,1200,700,600,4,9,15
Kamloops,Kamloops,ICHwk1,ICHwk1/03,PlHw - Velvet-leaved blueberry,82101,1200,700,600,4,9,15
Kamloops,Kamloops,ICHwk1,ICHwk1/04,HwCw - Falsebox - Feathermoss,82102,1200,700,600,4,9,15
Kamloops,Kamloops,ICHwk1,ICHwk1/05,CwHw - Devil's club - Lady fern,82103,1200,700,600,4,9,15
Kamloops,Kamloops,IDFdk1,IDFdk1/02,Fd - Snowberry - Bluebunch wheatgrass,82107,600,400,400,7,12,15
Kamloops,Kamloops,IDFdk1,IDFdk1/03,Fd - Juniper - Pinegrass,82108,600,400,400,7,12,15
Kamloops,Kamloops,IDFdk1,IDFdk1/01,FdPl - Pinegrass - Feathermoss,82106,1000,500,400,7,12,15
Kamloops,Kamloops,IDFdk1,IDFdk1/04,Fd - Pinegrass - Yarrow,82109,1000,500,400,7,12,15
Kamloops,Kamloops,IDFdk1,IDFdk1/05,SxwFd - Gooseberry - Feathermoss,82110,1000,500,400,7,12,15
Kamloops,Kamloops,IDFdk1,IDFdk1/06,Sxw - Horsetail,82111,1000,500,400,4,9,15
Kamloops,Kamloops,IDFdk1a,IDFdk1a/94,At - Snowberry - Kentucky bluegrass,82112,1200,700,600,4,9,15
Kamloops,Kamloops,IDFdk2,IDFdk2/02,FdPy - Bluebunch wheatgrass - Pinegrass,82114,600,400,400,7,12,15
Kamloops,Kamloops,IDFdk2,IDFdk2/01,FdPl - Pinegrass - Feathermoss,82113,1000,500,400,7,12,15
Kamloops,Kamloops,IDFdk2,IDFdk2/03,FdPy - Pinegrass,82115,1000,500,400,7,12,15
Kamloops,Kamloops,IDFdk2,IDFdk2/06,Sxw - Horsetail,82118,1000,500,400,4,9,15
Kamloops,Kamloops,IDFdk2,IDFdk2/07,CwSxw - Twinberry - Soft-leaved sedge,82119,1000,500,400,4,9,15
Kamloops,Kamloops,IDFdk2,IDFdk2/04,Fd - Feathermoss,82116,1200,700,600,7,12,15
Kamloops,Kamloops,IDFdk2,IDFdk2/05,SxwFd - Dogwood - Gooseberry,82117,1200,700,600,4,9,15
Kamloops,Kamloops,IDFdk3,IDFdk3/03,Fd - Juniper - Peltigera,82122,600,400,400,7,12,15
Kamloops,Kamloops,IDFdk3,IDFdk3/02,Fd - Juniper - Kinnikinnick,82121,1000,500,400,7,12,15
Kamloops,Kamloops,IDFdk3,IDFdk3/07,SxwFd - Prickly rose - Sedge,82126,1000,500,400,4,9,15
Kamloops,Kamloops,IDFdk3,IDFdk3/08,SxwFd - Prickly rose - Sarsaparilla,82127,1000,500,400,4,9,15
Kamloops,Kamloops,IDFdk3,IDFdk3/09,Sxw - Horsetail - Glow moss,82128,1000,500,400,4,9,15
Kamloops,Kamloops,IDFdk3,IDFdk3/01,FdPl - Pinegrass - Feathermoss,82120,1200,700,600,7,12,15
Kamloops,Kamloops,IDFdk3,IDFdk3/04,Fd - Bluebunch wheatgrass - Needlegrass,82123,1200,700,600,7,12,15
Kamloops,Kamloops,IDFdk3,IDFdk3/05,Fd - Feathermoss - Step moss,82124,1200,700,600,7,12,15
Kamloops,Kamloops,IDFdk3,IDFdk3/06,Fd - Pinegrass - Aster,82125,1200,700,600,7,12,15
Kamloops,Kamloops,IDFdm1,IDFdm1/03,FdPy - Bluebunch wheatgrass - Pinegrass,82130,600,400,400,7,12,15
Kamloops,Kamloops,IDFdm1,IDFdm1/01,FdPl - Pinegrass - Twinflower,82129,1000,500,400,7,12,15
Kamloops,Kamloops,IDFdm1,IDFdm1/04,Fd - Pinegrass - Kinnikinnick,82131,1000,500,400,7,12,15
Kamloops,Kamloops,IDFdm1,IDFdm1/07,Sxw - Horsetail,82134,1000,500,400,4,9,15
Kamloops,Kamloops,IDFdm1,IDFdm1/05,FdLw - Spruce - Pinegrass,82132,1200,700,600,7,12,15
Kamloops,Kamloops,IDFdm1,IDFdm1/06,SxwFd - Dogwood - Gooseberry,82133,1200,700,600,4,9,15
Kamloops,Kamloops,IDFmw1,IDFmw1/02,FdPy - Snowberry - Bluebunch wheatgrass,82137,600,400,400,7,12,15
Kamloops,Kamloops,IDFmw1,IDFmw1/03,Fd - Penstemon - Pinegrass,82138,600,400,400,7,12,15
Kamloops,Kamloops,IDFmw1,IDFmw1/04,Fd - Pinegrass - Feathermoss,82139,1000,500,400,7,12,15
Kamloops,Kamloops,IDFmw1,IDFmw1/01,FdCw - Falsebox - Prince's pine,82135,1200,700,600,7,12,15
Kamloops,Kamloops,IDFmw1,IDFmw1/01-YC,CwFd - Feathermoss,82136,1200,700,600,7,12,15
Kamloops,Kamloops,IDFmw1,IDFmw1/05,CwFd - Dogwood,82140,1200,700,600,4,9,15
Kamloops,Kamloops,IDFmw1,IDFmw1/06,Cw - Devil's club - Foamflower,82141,1200,700,600,4,9,15
Kamloops,Kamloops,IDFmw2,IDFmw2/05,Dogwood - Sedge,82148,400,200,200,4,9,15
Kamloops,Kamloops,IDFmw2,IDFmw2/02,Fd - Snowberry - Bluebunch wheatgrass,82145,600,400,400,7,12,15
Kamloops,Kamloops,IDFmw2,IDFmw2/03,Fd - Pinegrass - Feathermoss,82146,1000,500,400,7,12,15
Kamloops,Kamloops,IDFmw2,IDFmw2/01,FdCw - Falsebox - Prince's pine,82142,1200,700,600,7,12,15
Kamloops,Kamloops,IDFmw2,IDFmw2/01-YC,CwFd - Feathermoss,82143,1200,700,600,7,12,15
Kamloops,Kamloops,IDFmw2,IDFmw2/01-YS,EpAt - Thimbleberry - Falsebox,82144,1200,700,600,7,12,15
Kamloops,Kamloops,IDFmw2,IDFmw2/04,CwSxw - Oak fern,82147,1200,700,600,4,9,15
Kamloops,Kamloops,IDFww,IDFww/07,CwSx - Skunk cabbage,82155,400,200,200,4,9,15
Kamloops,Kamloops,IDFww,IDFww/01,FdCw - Hazelnut,82149,600,400,400,4,9,15
Kamloops,Kamloops,IDFww,IDFww/04,Fd - Douglas maple - Fairybells,82152,600,400,400,7,12,15
Kamloops,Kamloops,IDFww,IDFww/05,CwFd - Vine maple,82153,1000,500,400,7,12,15
Kamloops,Kamloops,IDFww,IDFww/02,FdPl - Peltigera,82150,1200,700,600,7,12,15
Kamloops,Kamloops,IDFww,IDFww/03,Fd - Falsebox - Feathermoss,82151,1200,700,600,7,12,15
Kamloops,Kamloops,IDFww,IDFww/06,Cw - Devil's club - Lady fern,82154,1200,700,600,4,9,15
Kamloops,Kamloops,IDFxh1,IDFxh1/02,FdPy - Bluebunch wheatgrass - Balsamroot,82157,400,200,200,7,12,15
Kamloops,Kamloops,IDFxh1,IDFxh1/03,FdPy - Bluebunch wheatgrass - Pinegrass,82158,600,400,400,7,12,15
Kamloops,Kamloops,IDFxh1,IDFxh1/04,FdPy - Snowbrush - Pinegrass,82159,600,400,400,7,12,15
Kamloops,Kamloops,IDFxh1,IDFxh1/05,FdPy - Pinegrass - Idaho fescue,82160,600,400,400,7,12,15
Kamloops,Kamloops,IDFxh1,IDFxh1/01,FdPy - Pinegrass,82156,1000,500,400,7,12,15
Kamloops,Kamloops,IDFxh1,IDFxh1/06,FdPy - Spirea - Feathermoss,82161,1000,500,400,7,12,15
Kamloops,Kamloops,IDFxh1,IDFxh1/07,FdPy - Snowberry - Spirea,82162,1000,500,400,7,12,15
Kamloops,Kamloops,IDFxh1,IDFxh1/08,SxwFd - Douglas maple - Dogwood,82163,1200,700,600,4,9,15
Kamloops,Kamloops,IDFxh1a,IDFxh1a/98,At - Snowberry - Kentucky bluegrass,82164,1200,700,600,4,9,15
Kamloops,Kamloops,IDFxh2,IDFxh2/02,FdPy - Bluebunch wheatgrass - Rough fescue,82166,400,200,200,7,12,15
Kamloops,Kamloops,IDFxh2,IDFxh2/03,FdPy - Bluebunch wheatgrass - Balsamroot,82167,400,200,200,7,12,15
Kamloops,Kamloops,IDFxh2,IDFxh2/04,FdPy - Bluebunch wheatgrass - Pinegrass,82168,600,400,400,7,12,15
Kamloops,Kamloops,IDFxh2,IDFxh2/01,FdPy - Pinegrass - Feathermoss,82165,1000,500,400,7,12,15
Kamloops,Kamloops,IDFxh2,IDFxh2/05,FdPy - Pinegrass,82169,1000,500,400,7,12,15
Kamloops,Kamloops,IDFxh2,IDFxh2/08,Sxw - Horsetail,82172,1000,500,400,4,9,15
Kamloops,Kamloops,IDFxh2,IDFxh2/06,Fd - Feathermoss,82170,1200,700,600,7,12,15
Kamloops,Kamloops,IDFxh2,IDFxh2/07,CwFd - Dogwood,82171,1200,700,600,4,9,15
Kamloops,Kamloops,IDFxh2a,IDFxh2a/95,At - Snowberry - Kentucky bluegrass,82173,1200,700,600,4,9,15
Kamloops,Kamloops,IDFxw,IDFxw/02,FdPy - Bluebunch wheatgrass - Pinegrass,82175,600,400,400,7,12,15
Kamloops,Kamloops,IDFxw,IDFxw/03,FdPy - Western snowberry - Bluebunch wheatgrass,82176,600,400,400,7,12,15
Kamloops,Kamloops,IDFxw,IDFxw/04,FdPy - Bluebunch wheatgrass - Balsamroot,82177,600,400,400,7,12,15
Kamloops,Kamloops,IDFxw,IDFxw/06,Sxw - Water birch,82179,1000,500,400,4,9,15
Kamloops,Kamloops,IDFxw,IDFxw/07,Sxw - Prickly rose - Coltsfoot,82180,1000,500,400,4,9,15
Kamloops,Kamloops,IDFxw,IDFxw/01,Fd - Juniper - Bluebunch wheatgrass,82174,1200,700,600,7,12,15
Kamloops,Kamloops,IDFxw,IDFxw/05,Fd - Feathermoss,82178,1200,700,600,7,12,15
Kamloops,Kamloops,MSdc1,MSdc1/02,FdPl - Juniper,82182,1000,500,400,7,12,15
Kamloops,Kamloops,MSdc1,MSdc1/03,Pl - Spirea - Pinegrass,82183,1000,500,400,7,12,15
Kamloops,Kamloops,MSdc1,MSdc1/01,Sxw - Wintergreen - Feathermoss,82181,1200,700,600,7,12,15
Kamloops,Kamloops,MSdc1,MSdc1/04,Sxw - Gooseberry,82184,1200,700,600,4,9,15
Kamloops,Kamloops,MSdm1,MSdm1/02,Fd - Penstemon - Pinegrass,82186,600,400,400,7,12,15
Kamloops,Kamloops,MSdm1,MSdm1/03,Pl - Grouseberry - Cladonia,82187,1000,500,400,7,12,15
Kamloops,Kamloops,MSdm1,MSdm1/07,Sxw - Trapper's tea - Horsetail,82191,1000,500,400,4,9,15
Kamloops,Kamloops,MSdm1,MSdm1/01,Sxw - Falsebox - Feathermoss,82185,1200,700,600,7,12,15
Kamloops,Kamloops,MSdm1,MSdm1/04,Pl - Pinegrass - Kinnikinnick,82188,1200,700,600,7,12,15
Kamloops,Kamloops,MSdm1,MSdm1/05,Sxw - Trapper's tea - Grouseberry,82189,1200,700,600,4,9,15
Kamloops,Kamloops,MSdm1,MSdm1/06,Sxw - Gooseberry,82190,1200,700,600,4,9,15
Kamloops,Kamloops,MSdm2,MSdm2/03,Pl - Juniper - Grouseberry,82193,1000,500,400,7,12,15
Kamloops,Kamloops,MSdm2,MSdm2/07,Sxw - Horsetail - Leafy moss,82197,1000,500,400,4,9,15
Kamloops,Kamloops,MSdm2,MSdm2/01,Sxw - Falsebox - Feathermoss,82192,1200,700,600,7,12,15
Kamloops,Kamloops,MSdm2,MSdm2/04,Pl - Grouseberry - Pinegrass,82194,1200,700,600,7,12,15
Kamloops,Kamloops,MSdm2,MSdm2/05,Sxw - Gooseberry - Grouseberry,82195,1200,700,600,4,9,15
Kamloops,Kamloops,MSdm2,MSdm2/06,Sxw - Gooseberry - Devil's club,82196,1200,700,600,4,9,15
Kamloops,Kamloops,MSxk,MSxk/02,Fd - Juniper - Grouseberry,82199,1000,500,400,7,12,15
Kamloops,Kamloops,MSxk,MSxk/05,FdPl - Pinegrass - Arnica,82200,1000,500,400,7,12,15
Kamloops,Kamloops,MSxk,MSxk/09,Sxw - Horsetail - Leafy moss,82204,1000,500,400,4,9,15
Kamloops,Kamloops,MSxk,MSxk/01,Pl - Pinegrass - Lupine,82198,1200,700,600,7,12,15
Kamloops,Kamloops,MSxk,MSxk/06,Pl - Falsebox - Lupine,82201,1200,700,600,7,12,15
Kamloops,Kamloops,MSxk,MSxk/07,Sxw - Trapper's tea - Grouseberry,82202,1200,700,600,4,9,15
Kamloops,Kamloops,MSxk,MSxk/08,Sxw - Gooseberry - Grouseberry,82203,1200,700,600,4,9,15
Kamloops,Kamloops,PPxh1,PPxh1/01,Py - Bluebunch wheatgrass - Idaho fescue,82205,400,200,200,7,12,15
Kamloops,Kamloops,PPxh1,PPxh1/02,Py - Red three-awn,82206,400,200,200,7,12,15
Kamloops,Kamloops,PPxh1,PPxh1/04,Py - Bluebunch wheatgrass - Cheatgrass,82207,400,200,200,7,12,15
Kamloops,Kamloops,PPxh1,PPxh1/05,Py - Bluebunch wheatgrass - Rough fescue,82208,400,200,200,7,12,15
Kamloops,Kamloops,PPxh1,PPxh1/06,FdPy - Snowberry - Pinegrass,82209,600,400,400,7,12,15
Kamloops,Kamloops,PPxh1,PPxh1/07,FdPy - Snowberry - Spirea,82210,1000,500,400,7,12,15
Kamloops,Kamloops,PPxh1,PPxh1/08,Fd - Water birch - Douglas maple,82211,1000,500,400,4,9,15
Kamloops,Kamloops,PPxh2,PPxh2/01,Py - Bluebunch wheatgrass - Fescue,82212,400,200,200,7,12,15
Kamloops,Kamloops,PPxh2,PPxh2/02,FdPy - Bluebunch wheatgrass - Selaginella,82213,400,200,200,7,12,15
Kamloops,Kamloops,PPxh2,PPxh2/03,Py - Bluebunch wheatgrass,82214,400,200,200,7,12,15
Kamloops,Kamloops,PPxh2,PPxh2/04,Py - Big sage - Bluebunch wheatgrass,82215,400,200,200,7,12,15
Kamloops,Kamloops,PPxh2,PPxh2/06,FdPy - Snowberry - Saskatoon,82216,600,400,400,7,12,15
Kamloops,Kamloops,PPxh2,PPxh2/07,Act - Water birch,82217,1000,500,400,4,9,15
Kamloops,Kamloops,SBSmm,SBSmm/02,Pl - Huckleberry - Cladonia,82219,1000,500,400,7,12,15
Kamloops,Kamloops,SBSmm,SBSmm/03,Pl - Douglas-fir - Juniper,82220,1000,500,400,7,12,15
Kamloops,Kamloops,SBSmm,SBSmm/04,Pl - Soopolallie - Pinegrass,82221,1000,500,400,7,12,15
Kamloops,Kamloops,SBSmm,SBSmm/08,Sxw - Horsetail,82225,1000,500,400,4,9,15
Kamloops,Kamloops,SBSmm,SBSmm/09,Sedge - Sphagnum,999,1000,500,400,4,9,15
Kamloops,Kamloops,SBSmm,SBSmm/01,Sxw - Falsebox - Knight's plume,82218,1200,700,600,7,12,15
Kamloops,Kamloops,SBSmm,SBSmm/05,Sxw - Soopolallie - Falsebox,82222,1200,700,600,7,12,15
Kamloops,Kamloops,SBSmm,SBSmm/06,Sxw - Huckleberry - Falsebox,82223,1200,700,600,7,12,15
Kamloops,Kamloops,SBSmm,SBSmm/07,Sxw - Oak fern,82224,1200,700,600,4,9,15
LMH702016,LMH702016,ESSFdc1,ESSFdc1/102,BlPl – Huckleberry,1050218,1000,500,400,7,15,20
LMH702016,LMH702016,ESSFdc1,ESSFdc1/112,Se – Horsetail – Globeflower,1050223,1000,500,400,4,12,20
LMH702016,LMH702016,ESSFdc1,ESSFdc1/101,BlSe – Rhododendron – Valerian,1050217,1200,700,600,4,12,20
LMH702016,LMH702016,ESSFdc1,ESSFdc1/103,BlPl – Falsebox – Grouseberry,1050219,1200,700,600,7,15,20
LMH702016,LMH702016,ESSFdc1,ESSFdc1/104,Bl – Rhododendron – Grouseberry,1050220,1200,700,600,4,12,20
LMH702016,LMH702016,ESSFdc1,ESSFdc1/110,BlSe – Rhododendron – Hellebore,1050221,1200,700,600,4,12,20
LMH702016,LMH702016,ESSFdc1,ESSFdc1/111,Bl – Valerian – Foamflower,1050222,1200,700,600,4,12,20
LMH702016,LMH702016,ESSFdcw,ESSFdcw/102,BlPa – Grouseberry,1050225,1000,500,400,7,15,20
LMH702016,LMH702016,ESSFdcw,ESSFdcw/110,Bl – Valerian – Hellebore – Globeflower,1050227,1000,500,400,4,12,20
LMH702016,LMH702016,ESSFdcw,ESSFdcw/101,Bl – Valerian – Wood–rush,1050224,1200,700,600,4,12,20
LMH702016,LMH702016,ESSFdcw,ESSFdcw/103,Bl – Rhododendron – Grouseberry,1050226,1200,700,600,7,15,20
LMH702016,LMH702016,ESSFmh,ESSFmh/102,FdPl – Juniper – Falsebox,1050229,1000,500,400,7,15,20
LMH702016,LMH702016,ESSFmh,ESSFmh/112,SeBl – Horsetail – Arrow–leaved groundsel,1050235,1000,500,400,4,12,20
LMH702016,LMH702016,ESSFmh,ESSFmh/101,BlSe – Rhododendron – Foamflower,1050228,1200,700,600,4,12,20
LMH702016,LMH702016,ESSFmh,ESSFmh/103,BlFd – Huckleberry – Falsebox,1050230,1200,700,600,7,15,20
LMH702016,LMH702016,ESSFmh,ESSFmh/104,BlPl – Falsebox – Grouseberry,1050231,1200,700,600,4,12,20
LMH702016,LMH702016,ESSFmh,ESSFmh/105,BlCwLw – Queen's cup,1050232,1200,700,600,4,12,20
LMH702016,LMH702016,ESSFmh,ESSFmh/110,Bl – Rhododendron – Oak fern,1050233,1200,700,600,4,12,20
LMH702016,LMH702016,ESSFmh,ESSFmh/111,BlSe – Lady fern – Oak fern,1050234,1200,700,600,4,12,20
LMH702016,LMH702016,ESSFwc4,ESSFwc4/102,BlPa – Huckleberry – Clad lichen,1050237,1000,500,400,7,15,20
LMH702016,LMH702016,ESSFwc4,ESSFwc4/112,Se – Horsetail – Valerian,1050241,1000,500,400,4,12,20
LMH702016,LMH702016,ESSFwc4,ESSFwc4/101,Bl – Rhododendron – Oak fern,1050236,1200,700,600,4,12,20
LMH702016,LMH702016,ESSFwc4,ESSFwc4/103,Bl – Rhododendron – Huckleberry – Heron's-bill moss,1050238,1200,700,600,7,15,20
LMH702016,LMH702016,ESSFwc4,ESSFwc4/110,BlSe – Lady fern – Oak fern,1050239,1200,700,600,4,12,20
LMH702016,LMH702016,ESSFwc4,ESSFwc4/111,Bl – Valerian – Foamflower,1050240,1200,700,600,4,12,20
LMH702016,LMH702016,ESSFwcw,ESSFwcw/102,BlPa – Huckleberry – Clad lichen,1050243,1000,500,400,7,15,20
LMH702016,LMH702016,ESSFwcw,ESSFwcw/110,Bl – Valerian – Hellebore – Globeflower,1050246,1000,500,400,4,12,20
LMH702016,LMH702016,ESSFwcw,ESSFwcw/101,Bl – Rhododendron – Valerian,1050242,1200,700,600,4,12,20
LMH702016,LMH702016,ESSFwcw,ESSFwcw/103,Bl – Rhododendron – Wood-rush,1050244,1200,700,600,7,15,20
LMH702016,LMH702016,ESSFwcw,ESSFwcw/104,Bl – Mountain-heather,1050245,1200,700,600,4,12,20
LMH702016,LMH702016,ESSFwh1,ESSFwh1/102,Bl – Huckleberry – Rock-moss,1050248,1000,500,400,7,15,20
LMH702016,LMH702016,ESSFwh1,ESSFwh1/111,SeBl – Horsetail – Canby's lovage,1050252,1000,500,400,4,12,20
LMH702016,LMH702016,ESSFwh1,ESSFwh1/101,BlHw – Rhododendron – Foamflower,1050247,1200,700,600,4,12,20
LMH702016,LMH702016,ESSFwh1,ESSFwh1/103,BlFd – Huckleberry – Falsebox,1050249,1200,700,600,7,15,20
LMH702016,LMH702016,ESSFwh1,ESSFwh1/104,BlHw – Huckleberry – Pipecleaner moss,1050250,1200,700,600,7,15,20
LMH702016,LMH702016,ESSFwh1,ESSFwh1/110,Se – Devil's club – Lady fern,10550251,1200,700,600,4,12,20
LMH702016,LMH702016,ESSFwh2,ESSFwh2/102,Bl – Huckleberry – Rock-moss,1050254,1000,500,400,7,15,20
LMH702016,LMH702016,ESSFwh2,ESSFwh2/112,SeBl – Horsetail – Canby's lovage,1050259,1000,500,400,4,12,20
LMH702016,LMH702016,ESSFwh2,ESSFwh2/101,BlHw – Rhododendron – Foamflower,1050253,1200,700,600,4,12,20
LMH702016,LMH702016,ESSFwh2,ESSFwh2/103,Bl – Huckleberry – Falsebox,1050255,1200,700,600,7,15,20
LMH702016,LMH702016,ESSFwh2,ESSFwh2/104,BlHw – Huckleberry – Pipecleaner moss,1050256,1200,700,600,4,12,20
LMH702016,LMH702016,ESSFwh2,ESSFwh2/110,BlSe – Azalea – Oak fern,1050257,1200,700,600,4,12,20
LMH702016,LMH702016,ESSFwh2,ESSFwh2/111,Se – Devil's club – Lady fern,1050258,1200,700,600,4,12,20
LMH702016,LMH702016,ESSFwh3,ESSFwh3/102,BlFd – Bear-grass – Rock-moss,1050261,1000,500,400,7,15,20
LMH702016,LMH702016,ESSFwh3,ESSFwh3/112,SeBl – Horsetail – Canby's lovage,1060266,1000,500,400,4,12,20
LMH702016,LMH702016,ESSFwh3,ESSFwh3/101,BlHw – Rhododendron – Foamflower,1050260,1200,700,600,4,12,20
LMH702016,LMH702016,ESSFwh3,ESSFwh3/103,BlPl – Huckleberry – Bear-grass,1050262,1200,700,600,7,15,20
